,Zone1Power,Zone2Power,Zone3Power,Zone4Power,Total Power
627,38.2,20.8,0.0,0.0,59.0
628,38.2,20.8,0.0,0.0,59.0
629,38.2,20.8,0.0,0.0,59.0
630,38.2,20.8,0.0,0.0,59.0
631,38.2,20.8,0.0,0.0,59.0
632,38.2,20.8,0.0,0.0,59.0
633,38.2,20.8,0.0,0.0,59.0
634,38.2,20.8,0.0,0.0,59.0
635,38.2,20.8,0.0,0.0,59.0
636,38.2,20.8,0.0,0.0,59.0
637,38.2,20.8,0.0,0.0,59.0
638,38.2,20.8,0.0,0.0,59.0
639,38.2,20.8,0.0,0.0,59.0
640,38.2,20.8,0.0,0.0,59.0
641,38.2,18.8,0.0,0.0,57.0
642,38.2,18.8,0.0,0.0,57.0
643,38.2,18.8,0.0,0.0,57.0
644,38.2,18.8,0.0,0.0,57.0
645,38.2,18.8,0.0,0.0,57.0
646,38.2,18.8,0.0,0.0,57.0
647,38.2,18.8,0.0,0.0,57.0
648,38.2,18.8,0.0,0.0,57.0
649,38.2,18.8,0.0,0.0,57.0
650,38.2,18.8,0.0,0.0,57.0
651,38.2,18.8,0.0,0.0,57.0
652,38.2,18.8,0.0,0.0,57.0
653,38.2,18.8,0.0,0.0,57.0
654,38.2,18.8,0.0,0.0,57.0
655,38.2,18.8,0.0,0.0,57.0
656,38.2,19.6,0.0,0.0,57.800000000000004
657,38.2,19.6,0.0,0.0,57.800000000000004
658,38.2,19.6,0.0,0.0,57.800000000000004
659,38.2,19.6,0.0,0.0,57.800000000000004
660,38.2,19.6,0.0,0.0,57.800000000000004
661,38.2,19.6,0.0,0.0,57.800000000000004
662,38.2,19.6,0.0,0.0,57.800000000000004
663,38.2,19.6,0.0,0.0,57.800000000000004
664,38.2,19.6,0.0,0.0,57.800000000000004
665,38.2,19.6,0.0,0.0,57.800000000000004
666,38.2,19.6,0.0,0.0,57.800000000000004
667,38.2,19.6,0.0,0.0,57.800000000000004
668,38.2,19.6,0.0,0.0,57.800000000000004
669,38.2,19.6,0.0,0.0,57.800000000000004
670,38.2,19.6,0.0,0.0,57.800000000000004
671,38.2,19.6,0.0,0.0,57.800000000000004
672,38.2,19.6,0.0,0.0,57.800000000000004
673,38.2,19.6,0.0,0.0,57.800000000000004
674,38.2,19.6,0.0,0.0,57.800000000000004
675,38.2,19.6,0.0,0.0,57.800000000000004
676,38.2,19.6,0.0,0.0,57.800000000000004
677,38.2,19.6,0.0,0.0,57.800000000000004
678,38.2,28.4,0.0,0.0,66.6
679,38.2,28.4,0.0,0.0,66.6
680,38.2,28.4,0.0,0.0,66.6
681,38.2,28.4,0.0,0.0,66.6
682,38.2,28.4,0.0,0.0,66.6
683,38.2,28.4,0.0,0.0,66.6
684,38.2,28.4,0.0,0.0,66.6
685,38.2,28.4,0.0,0.0,66.6
686,38.2,28.4,0.0,0.0,66.6
687,38.2,28.4,0.0,0.0,66.6
688,38.2,28.4,0.0,0.0,66.6
689,38.2,28.4,0.0,0.0,66.6
690,38.2,28.4,0.0,0.0,66.6
691,38.2,28.4,0.0,0.0,66.6
692,38.2,28.4,0.0,0.0,66.6
693,38.2,28.4,0.0,0.0,66.6
694,38.2,28.4,0.0,0.0,66.6
695,38.2,28.4,0.0,0.0,66.6
696,38.2,28.4,0.0,0.0,66.6
697,38.2,28.4,0.0,0.0,66.6
698,38.2,28.4,0.0,0.0,66.6
699,38.2,28.4,0.0,0.0,66.6
700,38.2,28.4,0.0,0.0,66.6
701,38.2,28.4,0.0,0.0,66.6
702,38.2,28.4,0.0,0.0,66.6
703,38.2,28.4,0.0,0.0,66.6
704,38.2,28.4,0.0,0.0,66.6
705,38.2,28.4,0.0,0.0,66.6
706,38.2,28.4,0.0,0.0,66.6
707,38.2,28.4,0.0,0.0,66.6
708,38.2,28.4,0.0,0.0,66.6
709,38.2,28.4,0.0,0.0,66.6
710,38.2,28.4,0.0,0.0,66.6
711,38.2,28.4,0.0,0.0,66.6
712,38.2,28.4,0.0,0.0,66.6
713,38.2,28.4,0.0,0.0,66.6
714,38.2,28.4,0.0,0.0,66.6
715,38.2,28.4,0.0,0.0,66.6
716,38.2,28.4,0.0,0.0,66.6
717,38.2,28.4,0.0,0.0,66.6
718,38.2,28.4,0.0,0.0,66.6
719,38.2,28.4,0.0,0.0,66.6
720,38.2,28.4,0.0,0.0,66.6
721,38.2,28.4,0.0,0.0,66.6
722,38.2,28.4,0.0,0.0,66.6
723,38.2,28.4,0.0,0.0,66.6
724,38.2,28.4,0.0,0.0,66.6
725,38.2,28.4,0.0,0.0,66.6
726,38.2,28.4,0.0,0.0,66.6
727,38.2,28.4,0.0,0.0,66.6
728,38.2,28.4,0.0,0.0,66.6
729,38.2,28.4,0.0,0.0,66.6
730,38.2,28.4,0.0,0.0,66.6
731,38.2,28.4,0.0,0.0,66.6
732,38.2,28.4,0.0,0.0,66.6
733,38.2,28.4,0.0,0.0,66.6
734,38.2,28.4,0.0,0.0,66.6
735,38.2,28.4,0.0,0.0,66.6
736,38.2,28.4,0.0,0.0,66.6
737,38.2,28.4,0.0,0.0,66.6
738,38.2,28.4,0.0,0.0,66.6
739,38.2,28.4,0.0,0.0,66.6
740,38.2,28.4,0.0,0.0,66.6
741,38.2,28.4,0.0,0.0,66.6
742,38.2,39.9,0.0,0.0,78.1
743,38.2,39.9,0.0,0.0,78.1
744,38.2,39.9,0.0,0.0,78.1
745,38.2,39.9,0.0,0.0,78.1
746,38.2,39.9,0.0,0.0,78.1
747,38.2,39.9,0.0,0.0,78.1
748,38.2,39.9,0.0,0.0,78.1
749,38.2,39.9,0.0,0.0,78.1
750,38.2,39.9,0.0,0.0,78.1
751,38.2,39.9,0.0,0.0,78.1
752,38.2,39.9,0.0,0.0,78.1
753,38.2,39.9,0.0,0.0,78.1
754,38.2,39.9,0.0,0.0,78.1
755,38.2,39.9,0.0,0.0,78.1
756,38.2,39.9,0.0,0.0,78.1
757,38.2,39.9,0.0,0.0,78.1
758,38.2,39.9,0.0,0.0,78.1
759,38.2,39.9,0.0,0.0,78.1
760,38.2,39.9,0.0,0.0,78.1
761,38.2,39.9,0.0,0.0,78.1
762,38.2,39.9,0.0,0.0,78.1
763,38.2,39.9,0.0,0.0,78.1
764,38.2,39.9,0.0,0.0,78.1
765,38.2,39.9,0.0,0.0,78.1
766,38.2,39.9,0.0,0.0,78.1
767,38.2,39.9,0.0,0.0,78.1
768,38.2,39.9,0.0,0.0,78.1
769,38.2,39.9,0.0,0.0,78.1
770,38.2,39.9,0.0,0.0,78.1
771,38.2,39.9,0.0,0.0,78.1
772,38.2,39.9,0.0,0.0,78.1
773,38.2,39.9,0.0,0.0,78.1
774,38.2,39.9,0.0,0.0,78.1
775,38.2,39.9,0.0,0.0,78.1
776,38.2,31.1,0.0,0.0,69.30000000000001
777,38.2,31.1,0.0,0.0,69.30000000000001
778,38.2,31.1,0.0,0.0,69.30000000000001
779,38.2,31.1,0.0,0.0,69.30000000000001
780,38.2,31.1,0.0,0.0,69.30000000000001
781,38.2,31.1,0.0,0.0,69.30000000000001
782,38.2,31.1,0.0,0.0,69.30000000000001
783,38.2,31.1,0.0,0.0,69.30000000000001
784,38.2,31.1,0.0,0.0,69.30000000000001
785,38.2,31.1,0.0,0.0,69.30000000000001
786,38.2,31.1,0.0,0.0,69.30000000000001
787,38.2,31.1,0.0,0.0,69.30000000000001
788,38.2,31.1,0.0,0.0,69.30000000000001
789,38.2,31.1,0.0,0.0,69.30000000000001
790,38.2,31.1,0.0,0.0,69.30000000000001
791,38.2,31.1,0.0,0.0,69.30000000000001
792,38.2,31.1,0.0,0.0,69.30000000000001
793,38.2,31.1,0.0,0.0,69.30000000000001
794,38.2,31.1,0.0,0.0,69.30000000000001
795,38.2,31.1,0.0,0.0,69.30000000000001
796,38.2,31.1,0.0,0.0,69.30000000000001
797,38.2,31.1,0.0,0.0,69.30000000000001
798,38.2,31.1,0.0,0.0,69.30000000000001
799,38.2,31.1,0.0,0.0,69.30000000000001
800,38.2,31.1,0.0,0.0,69.30000000000001
801,38.2,31.1,0.0,0.0,69.30000000000001
802,38.2,31.1,0.0,0.0,69.30000000000001
803,38.2,31.1,0.0,0.0,69.30000000000001
804,38.2,31.1,0.0,0.0,69.30000000000001
805,38.2,31.1,0.0,0.0,69.30000000000001
806,38.2,31.1,0.0,0.0,69.30000000000001
807,38.2,31.1,0.0,0.0,69.30000000000001
808,38.2,31.1,0.0,0.0,69.30000000000001
809,38.2,31.1,0.0,0.0,69.30000000000001
810,38.2,31.1,0.0,0.0,69.30000000000001
811,38.2,31.1,0.0,0.0,69.30000000000001
812,38.2,30.7,0.0,0.0,68.9
813,38.2,30.7,0.0,0.0,68.9
814,38.2,30.7,0.0,0.0,68.9
815,38.2,30.7,0.0,0.0,68.9
816,38.2,30.7,0.0,0.0,68.9
817,38.2,30.7,0.0,0.0,68.9
818,38.2,30.7,0.0,0.0,68.9
819,38.2,30.7,0.0,0.0,68.9
820,38.2,30.7,0.0,0.0,68.9
821,38.2,30.7,0.0,0.0,68.9
822,38.2,30.7,0.0,0.0,68.9
823,38.2,30.7,0.0,0.0,68.9
824,38.2,30.7,0.0,0.0,68.9
825,38.2,30.7,0.0,0.0,68.9
826,38.2,30.7,0.0,0.0,68.9
827,38.2,30.7,0.0,0.0,68.9
828,38.2,30.7,0.0,0.0,68.9
829,38.2,30.7,0.0,0.0,68.9
830,38.2,30.7,0.0,0.0,68.9
831,38.2,30.7,0.0,0.0,68.9
832,38.2,30.7,0.0,0.0,68.9
833,38.2,30.7,0.0,0.0,68.9
834,38.2,30.7,0.0,0.0,68.9
835,38.2,30.7,0.0,0.0,68.9
836,38.2,30.7,0.0,0.0,68.9
837,38.2,30.7,0.0,0.0,68.9
838,38.2,29.0,0.0,0.0,67.2
839,38.2,29.0,0.0,0.0,67.2
840,38.2,29.0,0.0,0.0,67.2
841,38.2,29.0,0.0,0.0,67.2
842,38.2,29.0,0.0,0.0,67.2
843,38.2,29.0,0.0,0.0,67.2
844,38.2,29.0,0.0,0.0,67.2
845,38.2,29.0,0.0,0.0,67.2
846,38.2,29.0,0.0,0.0,67.2
847,38.2,29.0,0.0,0.0,67.2
848,38.2,29.0,0.0,0.0,67.2
849,38.2,29.0,0.0,0.0,67.2
850,38.2,29.0,0.0,0.0,67.2
851,38.2,29.0,0.0,0.0,67.2
852,38.2,29.0,0.0,0.0,67.2
853,38.2,29.0,0.0,0.0,67.2
854,38.2,29.0,0.0,0.0,67.2
855,38.2,29.0,0.0,0.0,67.2
856,38.2,29.0,0.0,0.0,67.2
857,38.2,29.0,0.0,0.0,67.2
858,38.2,29.0,0.0,0.0,67.2
859,38.2,29.0,0.0,0.0,67.2
860,38.2,29.0,0.0,0.0,67.2
861,38.2,29.0,0.0,0.0,67.2
862,38.2,29.0,0.0,0.0,67.2
863,38.2,29.0,0.0,0.0,67.2
864,38.2,29.0,0.0,0.0,67.2
865,38.2,29.0,0.0,0.0,67.2
866,38.2,29.0,0.0,0.0,67.2
867,38.2,29.0,0.0,0.0,67.2
868,38.2,28.2,0.0,0.0,66.4
869,38.2,28.2,0.0,0.0,66.4
870,38.2,28.2,0.0,0.0,66.4
871,38.2,28.2,0.0,0.0,66.4
872,38.2,28.2,0.0,0.0,66.4
873,38.2,28.2,0.0,0.0,66.4
874,38.2,28.2,0.0,0.0,66.4
875,38.2,28.2,0.0,0.0,66.4
876,38.2,28.2,0.0,0.0,66.4
877,38.2,28.2,0.0,0.0,66.4
878,38.2,28.2,0.0,0.0,66.4
879,38.2,28.2,0.0,0.0,66.4
880,38.2,28.2,0.0,0.0,66.4
881,38.2,28.2,0.0,0.0,66.4
882,38.2,28.2,0.0,0.0,66.4
883,38.2,28.2,0.0,0.0,66.4
884,38.2,28.2,0.0,0.0,66.4
885,38.2,28.2,0.0,0.0,66.4
886,38.2,28.2,0.0,0.0,66.4
887,38.2,28.2,0.0,0.0,66.4
888,38.2,28.2,0.0,0.0,66.4
889,38.2,28.2,0.0,0.0,66.4
890,38.2,28.2,0.0,0.0,66.4
891,38.2,28.2,0.0,0.0,66.4
892,38.2,28.2,0.0,0.0,66.4
893,38.2,28.2,0.0,0.0,66.4
894,38.2,28.2,0.0,0.0,66.4
895,38.2,28.2,0.0,0.0,66.4
896,38.2,28.7,0.0,0.0,66.9
897,38.2,28.7,0.0,0.0,66.9
898,38.2,28.7,0.0,0.0,66.9
899,38.2,28.7,0.0,0.0,66.9
900,38.2,28.7,0.0,0.0,66.9
901,38.2,28.7,0.0,0.0,66.9
902,38.2,28.7,0.0,0.0,66.9
903,38.2,28.7,0.0,0.0,66.9
904,38.2,28.7,0.0,0.0,66.9
905,38.2,28.7,0.0,0.0,66.9
906,38.2,28.7,0.0,0.0,66.9
907,38.2,28.7,0.0,0.0,66.9
908,38.2,28.7,0.0,0.0,66.9
909,38.2,28.7,0.0,0.0,66.9
910,38.2,28.7,0.0,0.0,66.9
911,38.2,28.7,0.0,0.0,66.9
912,38.2,28.7,0.0,0.0,66.9
913,38.2,28.7,0.0,0.0,66.9
914,38.2,28.7,0.0,0.0,66.9
915,38.2,28.7,0.0,0.0,66.9
916,38.2,28.7,0.0,0.0,66.9
917,38.2,28.7,0.0,0.0,66.9
918,38.2,28.7,0.0,0.0,66.9
919,38.2,28.7,0.0,0.0,66.9
920,38.2,28.7,0.0,0.0,66.9
921,38.2,28.7,0.0,0.0,66.9
922,38.2,27.6,0.0,0.0,65.80000000000001
923,38.2,27.6,0.0,0.0,65.80000000000001
924,38.2,27.6,0.0,0.0,65.80000000000001
925,38.2,27.6,0.0,0.0,65.80000000000001
926,38.2,27.6,0.0,0.0,65.80000000000001
927,38.2,27.6,0.0,0.0,65.80000000000001
928,38.2,27.6,0.0,0.0,65.80000000000001
929,38.2,27.6,0.0,0.0,65.80000000000001
930,38.2,27.6,18.3,0.0,84.10000000000001
931,38.2,27.6,18.3,0.0,84.10000000000001
932,38.2,27.6,18.3,0.0,84.10000000000001
933,38.2,27.6,18.3,0.0,84.10000000000001
934,38.2,27.6,18.3,0.0,84.10000000000001
935,38.2,27.6,18.3,0.0,84.10000000000001
936,38.2,27.6,18.3,0.0,84.10000000000001
937,38.2,27.6,18.3,0.0,84.10000000000001
938,38.2,27.6,18.3,0.0,84.10000000000001
939,38.2,27.6,18.3,0.0,84.10000000000001
940,38.2,27.6,18.3,0.0,84.10000000000001
941,38.2,27.6,18.3,0.0,84.10000000000001
942,38.2,27.6,18.3,0.0,84.10000000000001
943,38.2,27.6,18.3,0.0,84.10000000000001
944,38.2,27.6,18.3,0.0,84.10000000000001
945,38.2,27.6,18.3,0.0,84.10000000000001
946,38.2,27.6,18.3,0.0,84.10000000000001
947,38.2,27.6,18.3,0.0,84.10000000000001
948,38.2,17.7,18.3,0.0,74.2
949,38.2,17.7,18.3,0.0,74.2
950,38.2,17.7,18.3,0.0,74.2
951,38.2,17.7,18.3,0.0,74.2
952,38.2,17.7,18.3,0.0,74.2
953,38.2,17.7,18.3,0.0,74.2
954,38.2,17.7,18.3,0.0,74.2
955,38.2,17.7,18.3,0.0,74.2
956,38.2,17.7,18.3,0.0,74.2
957,38.2,17.7,22.0,0.0,77.9
958,38.2,17.7,22.0,0.0,77.9
959,38.2,17.7,22.0,0.0,77.9
960,38.2,17.7,22.0,0.0,77.9
961,38.2,17.7,22.0,0.0,77.9
962,38.2,17.7,22.0,0.0,77.9
963,38.2,17.7,22.0,0.0,77.9
964,38.2,17.7,22.0,0.0,77.9
965,38.2,17.7,22.0,0.0,77.9
966,38.2,17.7,22.0,0.0,77.9
967,38.2,17.7,22.0,0.0,77.9
968,38.2,17.7,22.0,0.0,77.9
969,38.2,17.7,22.0,0.0,77.9
970,38.2,17.7,22.0,0.0,77.9
971,38.2,17.7,22.0,0.0,77.9
972,38.2,17.7,22.0,0.0,77.9
973,38.2,17.7,22.0,0.0,77.9
974,38.2,17.7,22.0,0.0,77.9
975,38.2,17.7,22.0,0.0,77.9
976,38.2,17.7,22.0,0.0,77.9
977,38.2,17.7,22.0,0.0,77.9
978,38.2,17.7,22.0,0.0,77.9
979,38.2,17.7,22.0,0.0,77.9
980,38.2,17.7,22.0,0.0,77.9
981,38.2,17.7,22.0,0.0,77.9
982,38.2,17.7,22.0,0.0,77.9
983,38.2,17.7,22.0,0.0,77.9
984,38.2,17.7,22.0,0.0,77.9
985,38.2,17.7,20.4,0.0,76.30000000000001
986,38.2,17.7,20.4,0.0,76.30000000000001
987,38.2,17.7,20.4,0.0,76.30000000000001
988,38.2,17.7,20.4,0.0,76.30000000000001
989,38.2,17.7,20.4,0.0,76.30000000000001
990,38.2,17.7,20.4,0.0,76.30000000000001
991,38.2,17.7,20.4,0.0,76.30000000000001
992,38.2,25.0,20.4,0.0,83.6
993,38.2,25.0,20.4,0.0,83.6
994,38.2,25.0,20.4,0.0,83.6
995,38.2,25.0,20.4,0.0,83.6
996,38.2,25.0,20.4,0.0,83.6
997,38.2,25.0,20.4,0.0,83.6
998,38.2,25.0,20.4,0.0,83.6
999,38.2,25.0,20.4,0.0,83.6
1000,38.2,25.0,20.4,0.0,83.6
